image_name,image_id,objectID,class_number,class_name,y_min,x_min,y_max,x_max,y_min_sqrt,x_min_sqrt,y_max_sqrt,x_max_sqrt,confidence,distance
1623700977.7203708.png,386,1463,1,person,137,505,351,561,11.70469991,22.47220505,18.734994,23.68543856,0.748868,180
1623700978.4749584.png,118,459,1,person,140,435,352,506,11.83215957,20.85665361,18.76166304,22.49444376,0.8912146,180
1623700979.2281823.png,117,458,1,person,147,402,353,453,12.12435565,20.04993766,18.78829423,21.28379665,0.71271205,180
1623700979.9832902.png,62,249,1,person,150,353,357,402,12.24744871,18.78829423,18.89444363,20.04993766,0.6404833,180
1623700981.4888628.png,209,804,1,person,157,264,352,338,12.52996409,16.24807681,18.76166304,18.38477631,0.90421444,180
1623700982.248619.png,251,964,1,person,158,220,345,285,12.56980509,14.83239697,18.57417562,16.88194302,0.89883137,180
1623700983.0058184.png,125,484,1,person,161,153,362,242,12.68857754,12.36931688,19.02629759,15.55634919,0.9078127,180
1623700983.7585983.png,102,399,1,person,162,107,363,184,12.72792206,10.34408043,19.05255888,13.56465997,0.9225966,180
1623700984.510188.png,99,388,1,person,161,51,372,143,12.68857754,7.141428429,19.28730152,11.95826074,0.93517613,180
1623700985.2628407.png,232,892,1,person,157,0,378,87,12.52996409,0,19.4422221,9.327379053,0.9353465,180
1623700993.5890522.png,352,1333,1,person,158,0,375,59,12.56980509,0,19.36491673,7.681145748,0.7416308,180
1623700994.3410764.png,313,1191,1,person,156,14,372,80,12.489996,3.741657387,19.28730152,8.94427191,0.8230778,180
1623700995.092827.png,263,1009,1,person,158,40,371,126,12.56980509,6.32455532,19.26136028,11.22497216,0.9196951,180
1623700995.840007.png,358,1355,1,person,156,85,369,158,12.489996,9.219544457,19.20937271,12.56980509,0.8960072,180
1623700996.589967.png,267,1025,1,person,154,118,367,167,12.40967365,10.86278049,19.15724406,12.92284798,0.6183239,180
1623700997.343067.png,110,430,1,person,157,125,366,204,12.52996409,11.18033989,19.13112647,14.28285686,0.9156678,180
1623700998.0933595.png,153,593,1,person,152,161,363,227,12.32882801,12.68857754,19.05255888,15.06651917,0.87562895,180
1623700998.8442662.png,156,604,1,person,155,178,362,249,12.4498996,13.34166406,19.02629759,15.77973384,0.9015821,180
1623700999.594081.png,69,272,1,person,157,203,361,276,12.52996409,14.24780685,19,16.61324773,0.90827894,180
1623701000.3516428.png,381,1442,1,person,161,219,353,299,12.68857754,14.79864859,18.78829423,17.29161647,0.91207063,180
1623701001.1106727.png,183,709,1,person,154,249,357,327,12.40967365,15.77973384,18.89444363,18.08314132,0.9089247,180
1623701001.8771648.png,359,1358,1,person,159,250,357,325,12.60952021,15.8113883,18.89444363,18.02775638,0.9279995,180
1623701002.638681.png,147,568,1,person,155,252,357,328,12.4498996,15.87450787,18.89444363,18.11077028,0.9295511,180
1623701003.3991196.png,357,1351,1,person,154,248,357,317,12.40967365,15.74801575,18.89444363,17.80449381,0.93780196,180
1623701004.15833.png,1,4,1,person,156,247,343,315,12.489996,15.71623365,18.52025918,17.74823935,0.8783089,180
1623701004.9235897.png,298,1133,1,person,155,240,341,298,12.4498996,15.49193338,18.46618531,17.2626765,0.8742808,180
1623702029.3669393.png,29,114,1,person,165,145,354,224,12.84523258,12.04159458,18.81488772,14.96662955,0.9470115,186
1623702030.1572719.png,192,742,1,person,167,143,354,222,12.92284798,11.95826074,18.81488772,14.89966443,0.9568006,186
1623702030.908581.png,285,1086,1,person,169,141,354,221,13,11.87434209,18.81488772,14.86606875,0.9504818,186
1623702172.54723.png,384,1455,1,person,176,383,336,437,13.26649916,19.57038579,18.33030278,20.90454496,0.90222156,192
1623702171.7938185.png,274,1047,1,person,183,380,332,433,13.52774926,19.49358869,18.22086716,20.80865205,0.9039179,205
1623702171.0427842.png,234,900,1,person,189,378,325,431,13.74772708,19.4422221,18.02775638,20.76053949,0.9061338,216
1623700978.4749584.png,118,462,1,person,186,0,354,52,13.6381817,0,18.81488772,7.211102551,0.77054423,240
1623700979.2281823.png,117,456,1,person,189,22,350,77,13.74772708,4.69041576,18.70828693,8.774964387,0.8627313,240
1623700979.9832902.png,62,248,1,person,189,57,347,97,13.74772708,7.549834435,18.62793601,9.848857802,0.7487935,240
1623700980.734202.png,178,691,1,person,190,71,346,133,13.78404875,8.426149773,18.60107524,11.53256259,0.9241823,240
1623700981.4888628.png,209,805,1,person,193,108,342,166,13.89244399,10.39230485,18.49324201,12.88409873,0.8956883,240
1623700982.248619.png,251,963,1,person,190,142,341,202,13.78404875,11.91637529,18.46618531,14.2126704,0.9027325,240
1623700983.7585983.png,102,400,1,person,191,193,337,244,13.82027496,13.89244399,18.35755975,15.62049935,0.8781137,240
1623700984.510188.png,99,389,1,person,189,224,335,274,13.74772708,14.96662955,18.30300522,16.55294536,0.8989564,240
1623700985.2628407.png,232,893,1,person,190,252,334,310,13.78404875,15.87450787,18.27566688,17.60681686,0.926489,240
1623700986.0172584.png,151,585,1,person,187,283,333,341,13.67479433,16.82260384,18.24828759,18.46618531,0.90034044,240
1623700986.7810707.png,278,1061,1,person,188,309,330,347,13.7113092,17.57839583,18.16590212,18.62793601,0.78510046,240
1623700987.54048.png,367,1390,1,person,184,323,330,380,13.56465997,17.97220076,18.16590212,19.49358869,0.88904136,240
1623700988.2990134.png,123,478,1,person,182,357,330,417,13.49073756,18.89444363,18.16590212,20.42057786,0.9038472,240
1623700989.0524592.png,122,475,1,person,183,389,329,443,13.52774926,19.72308292,18.13835715,21.04756518,0.9192445,240
1623700989.81143.png,205,790,1,person,179,414,329,455,13.37908816,20.34698995,18.13835715,21.33072901,0.7578731,240
1623700990.5678093.png,242,930,1,person,176,432,329,500,13.26649916,20.78460969,18.13835715,22.36067977,0.92647,240
1623700991.322591.png,12,49,1,person,173,474,329,543,13.15294644,21.77154106,18.13835715,23.3023604,0.89601827,240
1623700992.0790517.png,289,1101,1,person,168,510,329,586,12.9614814,22.58317958,18.13835715,24.20743687,0.8888104,240
1623700992.8310723.png,162,630,1,person,157,548,329,602,12.52996409,23.40939982,18.13835715,24.53568829,0.7431525,240
1623700993.5890522.png,352,1331,1,person,162,582,329,636,12.72792206,24.12467616,18.13835715,25.21904043,0.8489157,240
1623700997.343067.png,110,433,1,person,160,593,328,639,12.64911064,24.35159132,18.11077028,25.27844932,0.7104527,240
1623700998.0933595.png,153,596,1,person,162,563,329,632,12.72792206,23.72762104,18.13835715,25.13961018,0.84583485,240
1623700998.8442662.png,156,606,1,person,169,521,329,593,13,22.82542442,18.13835715,24.35159132,0.8493717,240
1623700999.594081.png,69,275,1,person,172,501,328,544,13.11487705,22.38302929,18.11077028,23.32380758,0.824088,240
1623701000.3516428.png,381,1445,1,person,174,463,328,506,13.19090596,21.51743479,18.11077028,22.49444376,0.77374065,240
1623701001.1106727.png,183,712,1,person,177,434,328,478,13.3041347,20.83266666,18.11077028,21.86321111,0.83398366,240
1623701001.8771648.png,359,1359,1,person,179,397,329,457,13.37908816,19.92485885,18.13835715,21.37755833,0.92036414,240
1623701002.638681.png,147,569,1,person,182,357,330,422,13.49073756,18.89444363,18.16590212,20.54263858,0.9127044,240
1623701003.3991196.png,357,1352,1,person,184,320,332,381,13.56465997,17.88854382,18.22086716,19.5192213,0.89349735,240
1623701004.15833.png,1,7,1,person,185,303,331,341,13.60147051,17.40689519,18.1934054,18.46618531,0.6214459,240
1623702170.2868488.png,188,728,1,person,194,377,320,424,13.92838828,19.41648784,17.88854382,20.59126028,0.90156317,240
1623702031.6612449.png,252,967,1,person,178,101,343,162,13.34166406,10.04987562,18.52025918,12.72792206,0.9063909,250
1623702032.409787.png,51,203,1,person,189,69,337,117,13.74772708,8.306623863,18.35755975,10.81665383,0.8989539,270
1623701082.0109916.png,213,821,1,person,177,571,312,607,13.3041347,23.89560629,17.66352173,24.63736999,0.6291566,300
1623701082.8510606.png,396,1500,1,person,175,570,312,606,13.22875656,23.87467277,17.66352173,24.61706725,0.61898386,300
1623701083.6526291.png,70,279,1,person,177,571,312,607,13.3041347,23.89560629,17.66352173,24.63736999,0.6304789,300
1623701085.1917062.png,96,379,1,person,179,545,312,582,13.37908816,23.34523506,17.66352173,24.12467616,0.7813365,300
1623701086.5867808.png,104,409,1,person,182,519,313,570,13.49073756,22.7815715,17.69180601,23.87467277,0.84935755,300
1623701088.218677.png,317,1204,1,person,183,492,314,546,13.52774926,22.18107301,17.72004515,23.36664289,0.906867,300
1623701089.8856251.png,177,690,1,person,191,406,316,456,13.82027496,20.14944168,17.77638883,21.3541565,0.84372926,300
1623701090.641175.png,397,1502,1,person,193,375,317,425,13.89244399,19.36491673,17.80449381,20.61552813,0.8571135,300
1623701091.3965828.png,119,463,1,person,194,348,318,394,13.92838828,18.65475811,17.8325545,19.84943324,0.87432516,300
1623701093.924839.png,166,647,1,person,198,313,318,342,14.07124728,17.69180601,17.8325545,18.49324201,0.6089555,300
1623701095.326553.png,241,927,1,person,199,281,310,320,14.10673598,16.76305461,17.60681686,17.88854382,0.8677052,300
1623701096.082546.png,336,1273,1,person,201,242,314,275,14.17744688,15.55634919,17.72004515,16.58312395,0.7877237,300
1623701096.8371294.png,223,857,1,person,201,187,323,237,14.17744688,13.67479433,17.97220076,15.39480432,0.8916802,300
1623701097.590453.png,375,1418,1,person,201,155,326,204,14.17744688,12.4498996,18.05547009,14.28285686,0.8958975,300
1623701098.3417795.png,282,1075,1,person,201,134,327,173,14.17744688,11.5758369,18.08314132,13.15294644,0.840694,300
1623701099.0946827.png,0,2,1,person,201,115,329,152,14.17744688,10.72380529,18.13835715,12.32882801,0.8351256,300
1623701099.8444884.png,350,1322,1,person,202,77,331,128,14.2126704,8.774964387,18.1934054,11.3137085,0.8970853,300
1623701100.5956209.png,141,543,1,person,202,44,334,99,14.2126704,6.633249581,18.27566688,9.949874371,0.8777127,300
1623701101.34683.png,89,352,1,person,200,28,335,78,14.14213562,5.291502622,18.30300522,8.831760866,0.90890956,300
1623701102.1351027.png,361,1366,1,person,200,21,335,68,14.14213562,4.582575695,18.30300522,8.246211251,0.914061,300
1623701103.6288407.png,351,1326,1,person,200,23,334,80,14.14213562,4.795831523,18.27566688,8.94427191,0.9128109,300
1623701105.1284053.png,137,531,1,person,204,61,333,96,14.28285686,7.810249676,18.24828759,9.797958971,0.7309828,300
1623701106.0252607.png,149,576,1,person,201,107,329,160,14.17744688,10.34408043,18.13835715,12.64911064,0.91331506,300
1623701106.7817993.png,35,137,1,person,200,171,323,221,14.14213562,13.07669683,17.97220076,14.86606875,0.8468279,300
1623701107.5337512.png,56,223,1,person,199,208,322,263,14.10673598,14.4222051,17.94435844,16.21727474,0.8807539,300
1623701108.2890635.png,65,258,1,person,200,245,314,290,14.14213562,15.65247584,17.72004515,17.02938637,0.8581543,300
1623701109.0407631.png,185,718,1,person,200,283,317,330,14.14213562,16.82260384,17.80449381,18.16590212,0.8667838,300
1623701109.793869.png,379,1435,1,person,197,315,318,360,14.03566885,17.74823935,17.8325545,18.97366596,0.83752894,300
1623701110.544908.png,163,632,1,person,195,345,312,379,13.96424004,18.57417562,17.66352173,19.46792233,0.8093093,300
1623701111.294398.png,44,175,1,person,193,374,313,405,13.89244399,19.33907961,17.69180601,20.1246118,0.71626407,300
1623701112.0511887.png,254,977,1,person,193,391,315,438,13.89244399,19.77371993,17.74823935,20.92844954,0.8670716,300
1623701113.2156084.png,219,841,1,person,192,420,315,466,13.85640646,20.49390153,17.74823935,21.58703314,0.91081256,300
1623701114.7115035.png,221,849,1,person,190,446,315,500,13.78404875,21.11871208,17.74823935,22.36067977,0.9166608,300
1623701115.968108.png,194,749,1,person,186,480,313,538,13.6381817,21.9089023,17.69180601,23.19482701,0.90022445,300
1623701116.7252696.png,229,880,1,person,181,521,313,569,13.45362405,22.82542442,17.69180601,23.85372088,0.8671275,300
1623701117.4778743.png,111,434,1,person,183,486,313,549,13.52774926,22.04540769,17.69180601,23.43074903,0.9051819,300
1623701118.227083.png,364,1379,1,person,184,478,314,518,13.56465997,21.86321111,17.72004515,22.75961335,0.8575241,300
1623701118.976953.png,53,212,1,person,186,474,314,520,13.6381817,21.77154106,17.72004515,22.8035085,0.9049629,300
1623701119.7255976.png,161,624,1,person,184,489,314,544,13.56465997,22.11334439,17.72004515,23.32380758,0.90482247,300
1623701120.4751537.png,261,1002,1,person,183,490,314,544,13.52774926,22.13594362,17.72004515,23.32380758,0.91648906,300
1623701121.2275345.png,268,1026,1,person,187,478,313,521,13.67479433,21.86321111,17.69180601,22.82542442,0.8684117,300
1623701121.9783163.png,114,446,1,person,188,443,316,503,13.7113092,21.04756518,17.77638883,22.42766149,0.9108149,300
1623701123.3227859.png,292,1112,1,person,190,411,316,462,13.78404875,20.27313493,17.77638883,21.49418526,0.9076505,300
1623701124.8172753.png,264,1013,1,person,193,385,316,430,13.89244399,19.62141687,17.77638883,20.73644135,0.85918534,300
1623701126.1266928.png,146,564,1,person,196,349,317,399,14,18.68154169,17.80449381,19.97498436,0.9021766,300
1623701127.5221562.png,301,1144,1,person,194,351,316,398,13.92838828,18.734994,17.77638883,19.94993734,0.8944998,300
1623701129.022839.png,34,134,1,person,195,349,312,385,13.96424004,18.68154169,17.66352173,19.62141687,0.71809304,300
1623701130.0533905.png,43,169,1,person,197,292,316,346,14.03566885,17.08800749,17.77638883,18.60107524,0.86277324,300
1623702172.54723.png,384,1454,1,person,204,257,318,299,14.28285686,16.03121954,17.8325545,17.29161647,0.91661155,300
1623702033.1645896.png,6,23,1,person,197,37,333,97,14.03566885,6.08276253,18.24828759,9.848857802,0.91817856,325
1623702169.532901.png,64,255,1,person,199,377,314,411,14.10673598,19.41648784,17.72004515,20.27313493,0.8446804,325
1623702168.02605.png,82,321,1,person,209,363,308,406,14.45683229,19.05255888,17.54992877,20.14944168,0.9069971,330
1623702168.7778482.png,300,1140,1,person,206,369,309,406,14.35270009,19.20937271,17.57839583,20.14944168,0.909276,330
1623702167.271211.png,140,539,1,person,213,353,305,400,14.59451952,18.78829423,17.4642492,20,0.9129407,335
1623702166.5124738.png,322,1223,1,person,218,349,299,380,14.76482306,18.68154169,17.29161647,19.49358869,0.85221094,345
1623702171.7938185.png,274,1048,1,person,206,253,313,298,14.35270009,15.90597372,17.69180601,17.2626765,0.8982186,348
1623702171.0427842.png,234,902,1,person,210,264,306,298,14.49137675,16.24807681,17.49285568,17.2626765,0.8502783,350
1623701082.0109916.png,213,818,1,person,220,86,316,133,14.83239697,9.273618495,17.77638883,11.53256259,0.8837786,360
1623701082.8510606.png,396,1497,1,person,221,86,317,128,14.86606875,9.273618495,17.80449381,11.3137085,0.89154047,360
1623701083.6526291.png,70,276,1,person,221,86,317,124,14.86606875,9.273618495,17.80449381,11.13552873,0.8858824,360
1623701085.1917062.png,96,378,1,person,217,42,323,85,14.73091986,6.480740698,17.97220076,9.219544457,0.8290306,360
1623701086.5867808.png,104,407,1,person,217,70,323,108,14.73091986,8.366600265,17.97220076,10.39230485,0.89831865,360
1623701088.218677.png,317,1206,1,person,215,92,321,138,14.6628783,9.591663047,17.91647287,11.74734012,0.8573547,360
1623701090.641175.png,397,1504,1,person,213,206,314,231,14.59451952,14.35270009,17.72004515,15.19868415,0.6523506,360
1623701091.3965828.png,119,465,1,person,213,217,314,256,14.59451952,14.73091986,17.72004515,16,0.85260075,360
1623701092.4283664.png,25,99,1,person,213,241,313,278,14.59451952,15.5241747,17.69180601,16.673332,0.8914937,360
1623701093.924839.png,166,646,1,person,212,263,312,297,14.56021978,16.21727474,17.66352173,17.23368794,0.8230684,360
1623701096.082546.png,336,1272,1,person,209,329,308,372,14.45683229,18.13835715,17.54992877,19.28730152,0.85098135,360
1623701096.8371294.png,223,859,1,person,208,369,306,398,14.4222051,19.20937271,17.49285568,19.94993734,0.7858804,360
1623701097.590453.png,375,1420,1,person,206,394,306,425,14.35270009,19.84943324,17.49285568,20.61552813,0.81272954,360
1623701098.3417795.png,282,1076,1,person,205,422,306,455,14.31782106,20.54263858,17.49285568,21.33072901,0.818014,360
1623701099.0946827.png,0,0,1,person,204,451,305,492,14.28285686,21.23676058,17.4642492,22.18107301,0.8759836,360
1623701099.8444884.png,350,1323,1,person,198,477,305,525,14.07124728,21.84032967,17.4642492,22.91287847,0.87972295,360
1623701100.5956209.png,141,545,1,person,199,471,306,522,14.10673598,21.70253441,17.49285568,22.84731932,0.8225246,360
1623701101.34683.png,89,354,1,person,202,437,307,489,14.2126704,20.90454496,17.52141547,22.11334439,0.8650495,360
1623701102.1351027.png,361,1367,1,person,204,402,305,455,14.28285686,20.04993766,17.4642492,21.33072901,0.9003978,360
1623701103.6288407.png,351,1327,1,person,206,372,307,422,14.35270009,19.28730152,17.52141547,20.54263858,0.88087195,360
1623701105.1284053.png,137,528,1,person,208,340,308,386,14.4222051,18.43908891,17.54992877,19.6468827,0.89304894,360
1623701106.0252607.png,149,579,1,person,211,274,312,321,14.52583905,16.55294536,17.66352173,17.91647287,0.81252056,360
1623701106.7817993.png,35,135,1,person,213,213,318,256,14.59451952,14.59451952,17.8325545,16,0.8773207,360
1623701107.5337512.png,56,226,1,person,215,177,315,219,14.6628783,13.3041347,17.74823935,14.79864859,0.77484053,360
1623701108.2890635.png,65,259,1,person,214,149,317,194,14.62873884,12.20655562,17.80449381,13.92838828,0.8291708,360
1623701109.0407631.png,185,717,1,person,214,132,318,168,14.62873884,11.48912529,17.8325545,12.9614814,0.8846495,360
1623701109.793869.png,379,1437,1,person,215,123,319,149,14.6628783,11.09053651,17.8605711,12.20655562,0.64403665,360
1623701110.544908.png,163,633,1,person,214,103,319,134,14.62873884,10.14889157,17.8605711,11.5758369,0.7708374,360
1623701111.294398.png,44,173,1,person,216,77,322,108,14.69693846,8.774964387,17.94435844,10.39230485,0.8212843,360
1623701112.0511887.png,254,978,1,person,217,47,325,95,14.73091986,6.8556546,18.02775638,9.746794345,0.8464798,360
1623701113.2156084.png,219,844,1,person,217,17,328,64,14.73091986,4.123105626,18.11077028,8,0.72629994,360
1623701114.7115035.png,221,852,1,person,216,1,331,37,14.69693846,1,18.1934054,6.08276253,0.7176959,360
1623701116.7252696.png,229,882,1,person,216,61,323,109,14.69693846,7.810249676,17.97220076,10.44030651,0.864053,360
1623701117.4778743.png,111,436,1,person,213,114,319,143,14.59451952,10.67707825,17.8605711,11.95826074,0.79284537,360
1623701118.227083.png,364,1380,1,person,216,131,318,163,14.69693846,11.44552314,17.8325545,12.76714533,0.83419454,360
1623701118.976953.png,53,214,1,person,213,146,317,181,14.59451952,12.08304597,17.80449381,13.45362405,0.8288889,360
1623701119.7255976.png,161,625,1,person,215,165,315,214,14.6628783,12.84523258,17.74823935,14.62873884,0.8806572,360
1623701120.4751537.png,261,1003,1,person,215,180,315,218,14.6628783,13.41640786,17.74823935,14.76482306,0.8759556,360
1623701121.2275345.png,268,1028,1,person,215,191,315,223,14.6628783,13.82027496,17.74823935,14.93318452,0.8346974,360
1623701121.9783163.png,114,447,1,person,214,206,315,243,14.62873884,14.35270009,17.74823935,15.58845727,0.871101,360
1623701123.3227859.png,292,1113,1,person,215,221,313,266,14.6628783,14.86606875,17.69180601,16.30950643,0.89216805,360
1623701124.8172753.png,264,1014,1,person,213,239,311,274,14.59451952,15.45962483,17.63519209,16.55294536,0.83951074,360
1623701126.1266928.png,146,566,1,person,212,276,311,317,14.56021978,16.61324773,17.63519209,17.80449381,0.856585,360
1623701127.5221562.png,301,1145,1,person,212,299,308,342,14.56021978,17.29161647,17.54992877,18.49324201,0.8723326,360
1623701129.022839.png,34,132,1,person,213,244,312,289,14.59451952,15.62049935,17.66352173,17,0.86009073,360
1623701130.0533905.png,43,170,1,person,215,184,316,228,14.6628783,13.56465997,17.77638883,15.09966887,0.82339066,360
1623701593.4904552.png,49,194,1,person,202,22,335,77,14.2126704,4.69041576,18.30300522,8.774964387,0.8909713,360
1623702033.9172654.png,355,1342,1,person,206,9,331,57,14.35270009,3,18.1934054,7.549834435,0.8688674,360
1623702165.5437603.png,230,884,1,person,223,341,297,371,14.93318452,18.46618531,17.23368794,19.26136028,0.88763845,360
1623702170.2868488.png,188,729,1,person,214,262,303,294,14.62873884,16.18641406,17.40689519,17.1464282,0.86596024,360
1623702034.6716573.png,203,785,1,person,210,0,322,30,14.49137675,0,17.94435844,5.477225575,0.66724634,370
1623702036.9366624.png,131,507,1,person,210,0,319,41,14.49137675,0,17.8605711,6.403124237,0.79612714,370
1623702037.688839.png,88,349,1,person,214,0,323,50,14.62873884,0,17.97220076,7.071067812,0.83107424,370
1623702038.444683.png,173,673,1,person,214,0,322,48,14.62873884,0,17.94435844,6.92820323,0.8252729,370
1623702039.1964502.png,169,657,1,person,214,0,322,48,14.62873884,0,17.94435844,6.92820323,0.8299822,370
1623702039.9530425.png,321,1219,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.84203756,370
1623702040.7067163.png,47,185,1,person,215,0,323,49,14.6628783,0,17.97220076,7,0.86335796,370
1623702041.4602027.png,225,866,1,person,215,0,323,49,14.6628783,0,17.97220076,7,0.8393669,370
1623702042.2113135.png,165,640,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.8484417,370
1623702042.9655473.png,160,620,1,person,215,0,322,49,14.6628783,0,17.94435844,7,0.8453124,370
1623702043.7190893.png,127,491,1,person,215,0,323,48,14.6628783,0,17.97220076,6.92820323,0.84101975,370
1623702044.476817.png,84,331,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.8502151,370
1623702045.233858.png,290,1105,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.8486632,370
1623702045.989322.png,280,1067,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.85881186,370
1623702046.7458286.png,338,1279,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.8531482,370
1623702047.499378.png,305,1161,1,person,215,0,321,48,14.6628783,0,17.91647287,6.92820323,0.85205257,370
1623702048.9556918.png,87,343,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.8565911,370
1623702050.4619348.png,8,33,1,person,215,0,322,48,14.6628783,0,17.94435844,6.92820323,0.84657526,370
1623702051.4304538.png,201,774,1,person,215,0,323,48,14.6628783,0,17.97220076,6.92820323,0.85010767,370
1623702052.183983.png,46,180,1,person,215,0,321,48,14.6628783,0,17.91647287,6.92820323,0.8662699,370
1623701594.2412944.png,7,29,1,person,213,63,329,100,14.59451952,7.937253933,18.13835715,10,0.8501887,380
1623702164.0498958.png,342,1293,1,person,224,343,295,379,14.96662955,18.52025918,17.17556404,19.46792233,0.8557315,380
1623701594.9937186.png,21,82,1,person,217,98,320,133,14.73091986,9.899494937,17.88854382,11.53256259,0.9176799,384
1623701595.7431273.png,297,1129,1,person,222,128,312,162,14.89966443,11.3137085,17.66352173,12.72792206,0.9044257,395
1623702162.5917056.png,308,1172,1,person,225,345,294,369,15,18.57417562,17.1464282,19.20937271,0.84971035,400
1623701130.0533905.png,43,167,1,person,230,139,302,166,15.16575089,11.78982612,17.3781472,12.88409873,0.8730857,420
1623701434.948488.png,196,758,1,person,205,467,299,493,14.31782106,21.61018278,17.29161647,22.20360331,0.80692637,420
1623701435.7746508.png,175,682,1,person,205,467,299,493,14.31782106,21.61018278,17.29161647,22.20360331,0.8008615,420
1623701436.5798717.png,240,925,1,person,205,467,298,493,14.31782106,21.61018278,17.2626765,22.20360331,0.79550767,420
1623701437.3607116.png,244,938,1,person,205,467,299,493,14.31782106,21.61018278,17.29161647,22.20360331,0.7642174,420
1623701438.1151273.png,235,905,1,person,205,460,299,493,14.31782106,21.44761059,17.29161647,22.20360331,0.8298075,420
1623701439.6214614.png,184,713,1,person,206,442,299,492,14.35270009,21.02379604,17.29161647,22.18107301,0.8871615,420
1623701440.5291116.png,343,1296,1,person,206,443,298,494,14.35270009,21.04756518,17.2626765,22.22611077,0.881683,420
1623701442.0271664.png,109,426,1,person,206,444,299,494,14.35270009,21.07130751,17.29161647,22.22611077,0.88914645,420
1623701443.535248.png,105,412,1,person,205,467,298,499,14.31782106,21.61018278,17.2626765,22.3383079,0.8237536,420
1623701444.3081067.png,369,1396,1,person,226,358,291,382,15.03329638,18.92088793,17.05872211,19.54482029,0.8229225,420
1623701445.0627394.png,103,406,1,person,206,468,298,493,14.35270009,21.63330765,17.2626765,22.20360331,0.7537385,420
1623701445.8169427.png,75,295,1,person,207,463,299,491,14.38749457,21.51743479,17.29161647,22.15851981,0.8131355,420
1623701446.5732596.png,52,209,1,person,206,446,299,488,14.35270009,21.11871208,17.29161647,22.09072203,0.8523225,420
