image_name,image_id,object_id,class_number,class_name,y_min,x_min,y_max,x_max,f1,f2,y_min_sqrt,x_min_sqrt,y_max_sqrt,x_max_sqrt,prediction_sqrt,prediction,distance
1623701449.5943103.png,3,14,1,person,212,372,295,406,17,41.5,14.56,19.29,17.18,20.15,0.91,0.83,250
1622212123.513371.jpg,3,19,1,person,164,145,360,289,72,98,12.81,12.04,18.97,17.00,0.95,0.91,152
1622212123.513371.jpg,3,20,1,person,85,428,333,508,40,124,9.22,20.69,18.25,22.54,0.95,0.90,132
1622212123.513371.jpg,3,21,1,person,90,509,442,639,65,176,9.49,22.56,21.02,25.28,0.94,0.88,120
1622212123.513371.jpg,3,22,1,person,135,381,297,442,30.5,81,11.62,19.52,17.23,21.02,0.90,0.80,192
1622212123.513371.jpg,3,25,1,person,178,242,278,299,28.5,50,13.34,15.56,16.67,17.29,0.69,0.48,250
1623701620.9262228.png,4,17,1,person,226,383,290,408,12.5,32,15.03,19.57,17.03,20.20,0.92,0.84,250
1623701620.9262228.png,4,19,1,person,224,232,299,264,16,37.5,14.97,15.23,17.29,16.25,0.89,0.79,250
1622212170.9629111.jpg,4,29,1,person,74,382,369,522,70,147.5,8.60,19.54,19.21,22.85,0.83,0.69,100
1623701803.0825908.png,5,21,1,person,234,284,285,302,9,25.5,15.30,16.85,16.88,17.38,0.91,0.82,250
1622212132.531273.jpg,5,30,1,person,91,139,471,448,154.5,190,9.54,11.79,21.70,21.17,0.98,0.96,61
1622212132.531273.jpg,5,31,1,person,156,267,251,342,37.5,47.5,12.49,16.34,15.84,18.49,0.87,0.76,144
1623702033.1645896.png,6,23,1,person,197,37,333,97,30,68,14.04,6.08,18.25,9.85,0.96,0.92,250
1623702033.1645896.png,6,26,1,person,243,274,283,286,6,20,15.59,16.55,16.82,16.91,0.86,0.74,250
1623702033.1645896.png,6,27,1,person,240,302,278,317,7.5,19,15.49,17.38,16.67,17.80,0.82,0.67,250
1622212332.5207064.jpg,6,36,1,person,7,126,428,318,96,210.5,2.65,11.22,20.69,17.83,0.96,0.93,66
1622212332.5207064.jpg,6,37,1,person,171,593,218,626,16.5,23.5,13.08,24.35,14.76,25.02,0.78,0.61,250
1623701594.2412944.png,7,29,1,person,213,63,329,100,18.5,58,14.59,7.94,18.14,10.00,0.92,0.85,250
1623701594.2412944.png,7,31,1,person,222,358,291,380,11,34.5,14.90,18.92,17.06,19.49,0.89,0.79,250
1623702050.4619348.png,8,33,1,person,215,0,322,48,24,53.5,14.66,0.00,17.94,6.93,0.92,0.85,250
1623702050.4619348.png,8,35,1,person,240,332,281,350,9,20.5,15.49,18.22,16.76,18.71,0.88,0.78,250
1623702050.4619348.png,8,36,1,person,237,369,280,382,6.5,21.5,15.39,19.21,16.73,19.54,0.86,0.74,250
1622212345.087596.jpg,8,39,1,person,129,372,223,429,28.5,47,11.36,19.29,14.93,20.71,0.88,0.78,210
1623701812.7250786.png,9,38,1,person,235,249,290,272,11.5,27.5,15.33,15.78,17.03,16.49,0.88,0.77,250
1623701812.7250786.png,9,39,1,person,234,330,285,345,7.5,25.5,15.30,18.17,16.88,18.57,0.88,0.77,250
1622212204.3650627.jpg,9,41,1,person,30,478,395,581,51.5,182.5,5.48,21.86,19.87,24.10,0.93,0.86,142
1623701649.0637248.png,10,41,1,person,226,140,306,187,23.5,40,15.03,11.83,17.49,13.67,0.94,0.88,250
1622212347.2128248.jpg,10,42,1,person,96,377,332,461,42,118,9.80,19.42,18.22,21.47,0.84,0.71,150
1623701649.0637248.png,10,43,1,person,227,363,290,388,12.5,31.5,15.07,19.05,17.03,19.70,0.91,0.83,250
1622212120.45508.jpg,11,44,1,person,87,547,324,632,42.5,118.5,9.33,23.39,18.00,25.14,0.96,0.93,140
1622212120.45508.jpg,11,45,1,person,168,292,337,423,65.5,84.5,12.96,17.09,18.36,20.57,0.96,0.92,160
1622212120.45508.jpg,11,46,1,person,174,367,275,421,27,50.5,13.19,19.16,16.58,20.52,0.87,0.75,250
1623701472.1391149.png,11,47,1,person,213,361,298,388,13.5,42.5,14.59,19.00,17.26,19.70,0.88,0.78,250
1623701472.1391149.png,11,48,1,person,231,197,295,228,15.5,32,15.20,14.04,17.18,15.10,0.79,0.62,250
1623700991.322591.png,12,49,1,person,173,474,329,543,34.5,78,13.15,21.77,18.14,23.30,0.95,0.90,240
1622212298.2311323.jpg,12,52,1,person,138,137,320,210,36.5,91,11.75,11.70,17.89,14.49,0.96,0.93,194
1622212298.2311323.jpg,12,53,1,person,121,223,315,282,29.5,97,11.00,14.93,17.75,16.79,0.95,0.91,182
1622212298.2311323.jpg,12,54,1,person,100,349,324,416,33.5,112,10.00,18.68,18.00,20.40,0.90,0.80,170
1622212298.2311323.jpg,12,55,1,person,195,11,315,66,27.5,60,13.96,3.32,17.75,8.12,0.89,0.79,202
1622212142.8356419.jpg,13,58,1,person,0,268,478,500,116,239,0.00,16.37,21.86,22.36,0.97,0.95,60
1623701576.760209.png,14,54,1,person,226,153,304,185,16,39,15.03,12.37,17.44,13.60,0.95,0.90,250
1623701576.760209.png,14,56,1,person,231,305,292,331,13,30.5,15.20,17.46,17.09,18.19,0.91,0.83,250
1622212316.7887697.jpg,14,59,1,person,44,96,385,218,61,170.5,6.63,9.80,19.62,14.76,0.95,0.91,104
1622212316.7887697.jpg,14,60,1,person,63,312,386,417,52.5,161.5,7.94,17.66,19.65,20.42,0.94,0.88,92
1622212316.7887697.jpg,14,61,1,person,27,410,478,640,115,225.5,5.20,20.25,21.86,25.30,0.93,0.87,64
1622212316.7887697.jpg,14,62,1,person,219,0,463,80,40,122,14.80,0.00,21.52,8.94,0.67,0.45,100
1623701589.7279105.png,15,60,1,person,223,257,300,287,15,38.5,14.93,16.03,17.32,16.94,0.90,0.82,250
1623701589.7279105.png,15,61,1,person,222,427,285,447,10,31.5,14.90,20.66,16.88,21.14,0.88,0.77,250
1623702151.3954654.png,16,64,1,person,243,270,282,285,7.5,19.5,15.59,16.43,16.79,16.88,0.90,0.81,250
1623702151.3954654.png,16,65,1,person,241,320,282,333,6.5,20.5,15.52,17.89,16.79,18.25,0.86,0.74,250
1622212331.044157.jpg,17,65,1,person,29,253,405,435,91,188,5.39,15.91,20.12,20.86,0.97,0.95,76
1623701624.950192.png,17,67,1,person,230,305,291,326,10.5,30.5,15.17,17.46,17.06,18.06,0.88,0.77,250
1623701624.950192.png,17,69,1,person,223,258,301,286,14,39,14.93,16.06,17.35,16.91,0.87,0.76,250
1622212211.7645118.jpg,18,69,1,person,94,236,361,324,44,133.5,9.70,15.36,19.00,18.00,0.97,0.94,124
1622212211.7645118.jpg,18,70,1,person,143,424,368,573,74.5,112.5,11.96,20.59,19.18,23.94,0.96,0.92,140
1623701466.8640296.png,18,71,1,person,222,381,290,421,20,34,14.90,19.52,17.03,20.52,0.93,0.86,250
1622212211.7645118.jpg,18,71,1,person,100,95,367,183,44,133.5,10.00,9.75,19.16,13.53,0.91,0.84,136
1622212211.7645118.jpg,18,72,1,person,172,389,301,441,26,64.5,13.11,19.72,17.35,21.00,0.87,0.75,214
1623701466.8640296.png,18,72,1,person,219,180,309,217,18.5,45,14.80,13.42,17.58,14.73,0.92,0.84,250
1622212211.7645118.jpg,18,73,1,person,161,535,264,567,16,51.5,12.69,23.13,16.25,23.81,0.81,0.65,250
1623701658.2258492.png,19,75,1,person,225,210,302,239,14.5,38.5,15.00,14.49,17.38,15.46,0.91,0.83,250
1622212176.1071992.jpg,19,75,1,person,86,279,356,371,46,135,9.27,16.70,18.87,19.26,0.95,0.91,140
1622212176.1071992.jpg,19,76,1,person,0,1,473,125,62,236.5,0.00,1.00,21.75,11.18,0.83,0.69,62
1623701658.2258492.png,19,77,1,person,232,257,292,277,10,30,15.23,16.03,17.09,16.64,0.90,0.81,250
1622212113.660814.jpg,20,78,1,person,72,358,449,571,106.5,188.5,8.49,18.92,21.19,23.90,0.96,0.93,74
1623701586.7116733.png,20,79,1,person,223,189,305,223,17,41,14.93,13.75,17.46,14.93,0.93,0.86,250
1622212113.660814.jpg,20,80,1,person,188,181,302,251,35,57,13.71,13.45,17.38,15.84,0.92,0.85,238
1622212113.660814.jpg,20,81,1,person,140,558,273,625,33.5,66.5,11.83,23.62,16.52,25.00,0.88,0.78,250
1623701586.7116733.png,20,81,1,person,227,375,289,395,10,31,15.07,19.36,17.00,19.87,0.85,0.71,250
1622212113.660814.jpg,20,83,1,person,162,500,258,534,17,48,12.73,22.36,16.06,23.11,0.84,0.70,250
1622212113.660814.jpg,20,85,1,person,197,249,262,284,17.5,32.5,14.04,15.78,16.19,16.85,0.81,0.65,250
1622212113.660814.jpg,20,89,1,person,139,350,193,380,15,27,11.79,18.71,13.89,19.49,0.58,0.34,180
1623701594.9937186.png,21,82,1,person,217,98,320,133,17.5,51.5,14.73,9.90,17.89,11.53,0.96,0.92,250
1623701594.9937186.png,21,85,1,person,229,334,290,355,10.5,30.5,15.13,18.28,17.03,18.84,0.91,0.82,250
1623701594.9937186.png,21,86,1,person,220,375,291,396,10.5,35.5,14.83,19.36,17.06,19.90,0.87,0.75,250
1622212335.4781845.jpg,21,92,1,person,170,410,257,444,17,43.5,13.04,20.25,16.03,21.07,0.77,0.60,250
1622212335.4781845.jpg,21,94,1,person,72,556,357,640,42,142.5,8.49,23.58,18.89,25.30,0.65,0.42,92
1623701627.2227347.png,22,88,1,person,223,236,296,295,29.5,36.5,14.93,15.36,17.20,17.18,0.91,0.83,250
1623701627.2227347.png,22,90,1,person,232,286,289,303,8.5,28.5,15.23,16.91,17.00,17.41,0.79,0.62,250
1622212288.9242418.jpg,22,96,1,person,126,525,291,582,28.5,82.5,11.22,22.91,17.06,24.12,0.93,0.86,250
1622212288.9242418.jpg,22,97,1,person,179,58,340,165,53.5,80.5,13.38,7.62,18.44,12.85,0.93,0.86,155
1622212288.9242418.jpg,22,99,1,person,92,300,325,460,80,116.5,9.59,17.32,18.03,21.45,0.90,0.82,90
1622212288.9242418.jpg,22,101,1,person,116,168,315,230,31,99.5,10.77,12.96,17.75,15.17,0.87,0.76,185
1622212288.9242418.jpg,22,102,1,person,140,443,295,488,22.5,77.5,11.83,21.05,17.18,22.09,0.85,0.73,250
1622212288.9242418.jpg,22,106,1,person,103,606,295,640,17,96,10.15,24.62,17.18,25.30,0.63,0.40,250
1623701458.0602279.png,23,93,1,person,230,244,295,272,14,32.5,15.17,15.62,17.18,16.49,0.92,0.84,250
1623701458.0602279.png,23,94,1,person,221,142,308,171,14.5,43.5,14.87,11.92,17.55,13.08,0.90,0.82,250
1622212200.6961682.jpg,23,107,1,person,38,198,373,280,41,167.5,6.16,14.07,19.31,16.73,0.88,0.78,146
1623701569.9643168.png,24,97,1,person,224,238,298,266,14,37,14.97,15.43,17.26,16.31,0.88,0.78,250
1623701569.9643168.png,24,98,1,person,226,411,286,428,8.5,30,15.03,20.27,16.91,20.69,0.84,0.71,250
1622212309.8901548.jpg,24,110,1,person,103,78,418,236,79,157.5,10.15,8.83,20.45,15.36,0.96,0.93,90
1622212309.8901548.jpg,24,111,1,person,67,380,363,475,47.5,148,8.19,19.49,19.05,21.79,0.93,0.86,114
1622212309.8901548.jpg,24,112,1,person,0,410,478,640,115,239,0.00,20.25,21.86,25.30,0.88,0.77,76
1622212309.8901548.jpg,24,113,1,person,143,13,312,99,43,84.5,11.96,3.61,17.66,9.95,0.88,0.77,156
1622212309.8901548.jpg,24,114,1,person,138,271,320,331,30,91,11.75,16.46,17.89,18.19,0.87,0.75,164
1623701092.4283664.png,25,99,1,person,213,241,313,278,18.5,50,14.59,15.52,17.69,16.67,0.94,0.89,250
1622212216.243359.jpg,25,119,1,person,88,306,334,385,39.5,123,9.38,17.49,18.28,19.62,0.96,0.92,156
1622212216.243359.jpg,25,120,1,person,80,97,385,196,49.5,152.5,8.94,9.85,19.62,14.00,0.95,0.90,98
1622212216.243359.jpg,25,122,1,person,131,602,277,639,18.5,73,11.45,24.54,16.64,25.28,0.78,0.62,250
1623701925.8838882.png,26,103,1,person,239,306,280,320,7,20.5,15.46,17.49,16.73,17.89,0.86,0.74,250
1623701925.8838882.png,26,104,1,person,237,321,283,337,8,23,15.39,17.92,16.82,18.36,0.83,0.68,250
1622212295.4082158.jpg,26,123,1,person,102,381,311,456,37.5,104.5,10.10,19.52,17.64,21.35,0.96,0.93,232
1622212295.4082158.jpg,26,124,1,person,131,270,302,333,31.5,85.5,11.45,16.43,17.38,18.25,0.96,0.92,231
1622212295.4082158.jpg,26,125,1,person,143,202,306,256,27,81.5,11.96,14.21,17.49,16.00,0.95,0.91,229
1622212295.4082158.jpg,26,126,1,person,22,0,399,163,81.5,188.5,4.69,0.00,19.97,12.77,0.89,0.80,70
1622212295.4082158.jpg,26,127,1,person,196,90,253,128,19,28.5,14.00,9.49,15.91,11.31,0.89,0.79,250
1622212295.4082158.jpg,26,128,1,person,163,45,248,78,16.5,42.5,12.77,6.71,15.75,8.83,0.79,0.62,250
1623701459.562352.png,27,106,1,person,222,65,316,112,23.5,47,14.90,8.06,17.78,10.58,0.94,0.89,250
1623701459.562352.png,27,109,1,person,229,285,294,312,13.5,32.5,15.13,16.88,17.15,17.66,0.85,0.73,250
1622212311.3311524.jpg,27,132,1,person,90,161,428,322,80.5,169,9.49,12.69,20.69,17.94,0.95,0.90,82
1622212311.3311524.jpg,27,133,1,person,40,374,404,481,53.5,182,6.32,19.34,20.10,21.93,0.94,0.88,92
1622212311.3311524.jpg,27,134,1,person,96,78,363,172,47,133.5,9.80,8.83,19.05,13.11,0.90,0.81,150
1622212311.3311524.jpg,27,136,1,person,121,303,317,358,27.5,98,11.00,17.41,17.80,18.92,0.80,0.64,154
1622212311.3311524.jpg,27,138,1,person,0,560,389,638,39,194.5,0.00,23.66,19.72,25.26,0.58,0.34,114
1623702149.1044776.png,28,112,1,person,242,306,281,321,7.5,19.5,15.56,17.49,16.76,17.92,0.89,0.79,250
1623702149.1044776.png,28,113,1,person,244,268,280,281,6.5,18,15.62,16.37,16.73,16.76,0.87,0.76,250
1622212320.5078588.jpg,28,139,1,person,13,117,438,284,83.5,212.5,3.61,10.82,20.93,16.85,0.97,0.95,80
1622212320.5078588.jpg,28,140,1,person,111,361,328,464,51.5,108.5,10.54,19.00,18.11,21.54,0.95,0.90,144
1622212320.5078588.jpg,28,141,1,person,246,0,475,109,54.5,114.5,15.68,0.00,21.79,10.44,0.75,0.56,90
1622212320.5078588.jpg,28,143,1,person,1,529,478,638,54.5,238.5,1.00,23.00,21.86,25.26,0.63,0.40,90
1623702029.3669393.png,29,114,1,person,165,145,354,224,39.5,94.5,12.85,12.04,18.81,14.97,0.97,0.95,186
1623701598.7486134.png,30,117,1,person,216,441,291,467,13,37.5,14.70,21.00,17.06,21.61,0.93,0.87,250
1623701598.7486134.png,30,119,1,person,231,232,296,254,11,32.5,15.20,15.23,17.20,15.94,0.90,0.82,250
1623701598.7486134.png,30,121,1,person,232,292,289,308,8,28.5,15.23,17.09,17.00,17.55,0.86,0.74,250
1623701811.1169043.png,31,124,1,person,234,241,291,257,8,28.5,15.30,15.52,17.06,16.03,0.84,0.71,250
1622212193.1401196.jpg,31,148,1,person,167,537,263,577,20,48,12.92,23.17,16.22,24.02,0.90,0.82,250
1623700874.615304.png,32,125,1,person,85,481,409,609,64,162,9.22,21.93,20.22,24.68,0.94,0.88,120
1623700862.3820744.png,33,128,1,person,0,457,478,639,91,239,0.00,21.38,21.86,25.28,0.96,0.92,60
1622212294.6971903.jpg,33,151,1,person,102,390,308,465,37.5,103,10.10,19.75,17.55,21.56,0.97,0.94,234
1622212294.6971903.jpg,33,152,1,person,129,283,301,346,31.5,86,11.36,16.82,17.35,18.60,0.96,0.93,233
1622212294.6971903.jpg,33,153,1,person,145,204,308,258,27,81.5,12.04,14.28,17.55,16.06,0.95,0.90,231
1622212294.6971903.jpg,33,154,1,person,31,0,389,176,88,179,5.57,0.00,19.72,13.27,0.92,0.84,68
1622212294.6971903.jpg,33,155,1,person,197,103,247,141,19,25,14.04,10.15,15.72,11.87,0.90,0.82,250
1622212294.6971903.jpg,33,159,1,person,184,73,235,94,10.5,25.5,13.56,8.54,15.33,9.70,0.59,0.35,250
1623701129.022839.png,34,132,1,person,213,244,312,289,22.5,49.5,14.59,15.62,17.66,17.00,0.93,0.86,250
1623701129.022839.png,34,134,1,person,195,349,312,385,18,58.5,13.96,18.68,17.66,19.62,0.85,0.72,250
1622212301.1341.jpg,34,160,1,person,131,113,335,194,40.5,102,11.45,10.63,18.30,13.93,0.96,0.91,180
1622212301.1341.jpg,34,161,1,person,83,357,338,431,37,127.5,9.11,18.89,18.38,20.76,0.94,0.88,164
1622212301.1341.jpg,34,162,1,person,116,222,325,291,34.5,104.5,10.77,14.90,18.03,17.06,0.92,0.85,167
1622212301.1341.jpg,34,164,1,person,105,0,355,52,26,125,10.25,0.00,18.84,7.21,0.58,0.34,192
1623701106.7817993.png,35,135,1,person,213,213,318,256,21.5,52.5,14.59,14.59,17.83,16.00,0.94,0.88,250
1623701106.7817993.png,35,137,1,person,200,171,323,221,25,61.5,14.14,13.08,17.97,14.87,0.92,0.85,250
1622212166.634535.jpg,35,165,1,person,35,461,367,564,51.5,166,5.92,21.47,19.16,23.75,0.84,0.71,104
1623701651.1795557.png,36,139,1,person,225,153,306,187,17,40.5,15.00,12.37,17.49,13.67,0.95,0.91,250
1623701651.1795557.png,36,141,1,person,228,343,290,368,12.5,31,15.10,18.52,17.03,19.18,0.92,0.84,250
1622212114.4029732.jpg,36,167,1,person,53,408,474,640,116,210.5,7.28,20.20,21.77,25.30,0.97,0.95,60
1622212114.4029732.jpg,36,169,1,person,187,216,303,289,36.5,58,13.67,14.70,17.41,17.00,0.89,0.80,230
1622212114.4029732.jpg,36,171,1,person,196,284,267,318,17,35.5,14.00,16.85,16.34,17.83,0.81,0.65,250
1622212114.4029732.jpg,36,174,1,person,160,545,241,576,15.5,40.5,12.65,23.35,15.52,24.00,0.68,0.46,250
1623702160.326605.png,37,143,1,person,237,271,284,289,9,23.5,15.39,16.46,16.85,17.00,0.93,0.86,250
1623702160.326605.png,37,145,1,person,231,341,289,362,10.5,29,15.20,18.47,17.00,19.03,0.91,0.82,250
1622212340.8061976.jpg,37,177,1,person,0,478,477,640,81,238.5,0.00,21.86,21.84,25.30,0.94,0.88,90
1622212340.8061976.jpg,37,178,1,person,1,116,481,370,127,240,1.00,10.77,21.93,19.24,0.90,0.81,60
1622212340.8061976.jpg,37,179,1,person,155,390,223,432,21,34,12.45,19.75,14.93,20.78,0.81,0.66,250
1623701633.5514326.png,38,149,1,person,234,243,293,259,8,29.5,15.30,15.59,17.12,16.09,0.85,0.72,250
1623701633.5514326.png,38,150,1,person,224,260,300,284,12,38,14.97,16.12,17.32,16.85,0.84,0.70,250
1622212139.1468532.jpg,38,181,1,person,0,294,465,462,84,232.5,0.00,17.15,21.56,21.49,0.98,0.96,70
1622212139.1468532.jpg,38,182,1,person,229,25,262,33,4,16.5,15.13,5.00,16.19,5.74,0.66,0.43,250
1623701799.0662975.png,39,153,1,person,231,340,286,360,10,27.5,15.20,18.44,16.91,18.97,0.87,0.76,250
1623701799.0662975.png,39,154,1,person,237,298,285,312,7,24,15.39,17.26,16.88,17.66,0.78,0.61,250
1623701918.9306366.png,40,157,1,person,241,255,285,270,7.5,22,15.52,15.97,16.88,16.43,0.87,0.76,250
1623701918.9306366.png,40,158,1,person,235,389,280,407,9,22.5,15.33,19.72,16.73,20.17,0.86,0.73,250
1622212299.6731162.jpg,40,187,1,person,98,303,333,380,38.5,117.5,9.90,17.41,18.25,19.49,0.96,0.92,164
1622212299.6731162.jpg,40,188,1,person,135,84,330,164,40,97.5,11.62,9.17,18.17,12.81,0.96,0.91,180
1622212299.6731162.jpg,40,189,1,person,119,177,323,237,30,102,10.91,13.30,17.97,15.39,0.92,0.85,167
1623701919.6839232.png,41,161,1,person,234,389,280,406,8.5,23,15.30,19.72,16.73,20.15,0.85,0.72,250
1623701919.6839232.png,41,162,1,person,241,259,282,272,6.5,20.5,15.52,16.09,16.79,16.49,0.84,0.71,250
1622212300.4050527.jpg,41,192,1,person,119,209,323,278,34.5,102,10.91,14.46,17.97,16.67,0.95,0.91,167
1622212300.4050527.jpg,41,193,1,person,132,115,332,194,39.5,100,11.49,10.72,18.22,13.93,0.95,0.91,180
1622212300.4050527.jpg,41,194,1,person,94,348,335,418,35,120.5,9.70,18.65,18.30,20.45,0.89,0.80,164
1623701451.1079426.png,42,164,1,person,224,377,291,397,10,33.5,14.97,19.42,17.06,19.92,0.90,0.81,250
1623701451.1079426.png,42,165,1,person,214,332,303,361,14.5,44.5,14.63,18.22,17.41,19.00,0.89,0.80,250
1622212143.577719.jpg,42,197,1,person,0,266,476,521,127.5,238,0.00,16.31,21.82,22.83,0.98,0.95,60
1623701130.0533905.png,43,167,1,person,230,139,302,166,13.5,36,15.17,11.79,17.38,12.88,0.93,0.87,250
1623701130.0533905.png,43,169,1,person,197,292,316,346,27,59.5,14.04,17.09,17.78,18.60,0.93,0.86,250
1623701130.0533905.png,43,170,1,person,215,184,316,228,22,50.5,14.66,13.56,17.78,15.10,0.91,0.82,250
1622212124.269627.jpg,43,198,1,person,159,165,366,312,73.5,103.5,12.61,12.85,19.13,17.66,0.97,0.94,148
1622212124.269627.jpg,43,199,1,person,77,461,338,546,42.5,130.5,8.77,21.47,18.38,23.37,0.97,0.94,128
1622212124.269627.jpg,43,200,1,person,132,357,306,414,28.5,87,11.49,18.89,17.49,20.35,0.89,0.79,188
1622212124.269627.jpg,43,201,1,person,175,266,256,309,21.5,40.5,13.23,16.31,16.00,17.58,0.78,0.61,250
1622212124.269627.jpg,43,203,1,person,79,558,425,640,41,173,8.89,23.62,20.62,25.30,0.69,0.47,116
1623701111.294398.png,44,173,1,person,216,77,322,108,15.5,53,14.70,8.77,17.94,10.39,0.91,0.82,250
1623701111.294398.png,44,175,1,person,193,374,313,405,15.5,60,13.89,19.34,17.69,20.12,0.85,0.72,250
1622212185.4498084.jpg,44,205,1,person,83,0,411,130,65,164,9.11,0.00,20.27,11.40,0.94,0.88,108
1623701626.4666386.png,45,177,1,person,224,247,301,288,20.5,38.5,14.97,15.72,17.35,16.97,0.92,0.85,250
1623701626.4666386.png,45,179,1,person,231,295,291,315,10,30,15.20,17.18,17.06,17.75,0.84,0.70,250
1622212350.8775778.jpg,45,207,1,person,0,515,400,639,62,200,0.00,22.69,20.00,25.28,0.94,0.88,100
1623702052.183983.png,46,180,1,person,215,0,321,48,24,53,14.66,0.00,17.92,6.93,0.93,0.87,250
1623702052.183983.png,46,183,1,person,239,332,280,353,10.5,20.5,15.46,18.22,16.73,18.79,0.82,0.67,250
1623702052.183983.png,46,184,1,person,239,360,277,375,7.5,19,15.46,18.97,16.64,19.36,0.79,0.62,250
1622212121.220356.jpg,46,210,1,person,167,272,343,409,68.5,88,12.92,16.49,18.52,20.22,0.97,0.93,156
1622212121.220356.jpg,46,211,1,person,85,534,325,619,42.5,120,9.22,23.11,18.03,24.88,0.96,0.93,136
1622212121.220356.jpg,46,212,1,person,174,349,276,405,28,51,13.19,18.68,16.61,20.12,0.87,0.75,250
1623702040.7067163.png,47,185,1,person,215,0,323,49,24.5,54,14.66,0.00,17.97,7.00,0.93,0.86,250
1623702040.7067163.png,47,188,1,person,238,355,280,371,8,21,15.43,18.84,16.73,19.26,0.87,0.75,250
1623702040.7067163.png,47,189,1,person,244,248,283,263,7.5,19.5,15.62,15.75,16.82,16.22,0.82,0.68,250
1622212331.7816348.jpg,47,215,1,person,19,199,420,378,89.5,200.5,4.36,14.11,20.49,19.44,0.97,0.93,65
1623701472.8931627.png,48,192,1,person,212,387,296,415,14,42,14.56,19.67,17.20,20.37,0.87,0.76,250
1623701472.8931627.png,48,193,1,person,231,179,297,206,13.5,33,15.20,13.38,17.23,14.35,0.78,0.61,250
1622212304.0581985.jpg,48,219,1,person,55,462,351,562,50,148,7.42,21.49,18.73,23.71,0.97,0.94,148
1622212304.0581985.jpg,48,220,1,person,122,165,339,255,45,108.5,11.05,12.85,18.41,15.97,0.96,0.92,148
1622212304.0581985.jpg,48,221,1,person,101,282,334,351,34.5,116.5,10.05,16.79,18.28,18.73,0.95,0.89,147
1622212304.0581985.jpg,48,222,1,person,192,25,325,97,36,66.5,13.86,5.00,18.03,9.85,0.88,0.77,180
1622212304.0581985.jpg,48,226,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,227,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,228,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,229,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,230,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,231,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,232,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,233,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,234,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
